Source,Target,Type,id,weight
Barristan-Selmy,Robert-Baratheon,Undirected,499,51
Barristan-Selmy,Sandor-Clegane,Undirected,500,3
Barristan-Selmy,Sansa-Stark,Undirected,501,3
Barristan-Selmy,Skahaz-mo-Kandaq,Undirected,502,21
Barristan-Selmy,Steelskin,Undirected,503,3
Barristan-Selmy,Tyrion-Lannister,Undirected,504,3
Barristan-Selmy,Varys,Undirected,505,15
Barristan-Selmy,Widower,Undirected,506,3
Barristan-Selmy,Xaro-Xhoan-Daxos,Undirected,507,3
Barsena,Daenerys-Targaryen,Undirected,508,4
Bartimus,Davos-Seaworth,Undirected,509,4
Bedwyck,Craster,Undirected,510,4
Bedwyck,Dywen,Undirected,511,3
Bedwyck,Eddison-Tollett,Undirected,512,4
Bedwyck,Grenn,Undirected,513,4
Bedwyck,Samwell-Tarly,Undirected,514,3
Belaquo,Goghor-the-Giant,Undirected,515,7
Belaquo,Hizdahr-zo-Loraq,Undirected,516,3
Belaquo,Irri,Undirected,517,3
Belaquo,Spotted-Cat,Undirected,518,5
Belwas,Ben-Plumm,Undirected,519,4
Belwas,Daenerys-Targaryen,Undirected,520,46
Belwas,Hizdahr-zo-Loraq,Undirected,521,11
Belwas,Illyrio-Mopatis,Undirected,522,8
Belwas,Jhiqui,Undirected,523,3
Belwas,Jhogo,Undirected,524,3
Belwas,Jorah-Mormont,Undirected,525,22
Belwas,Oznak-zo-Pahl,Undirected,526,8
Belwas,Quentyn-Martell,Undirected,527,3
Belwas,Skahaz-mo-Kandaq,Undirected,528,3
Ben-Bones,Ramsay-Snow,Undirected,529,5
Ben-Bones,Theon-Greyjoy,Undirected,530,4
Ben-Plumm,Daario-Naharis,Undirected,531,13
Ben-Plumm,Daenerys-Targaryen,Undirected,532,24
Ben-Plumm,Hizdahr-zo-Loraq,Undirected,533,3
Ben-Plumm,Kasporio,Undirected,534,3
Ben-Plumm,Penny,Undirected,535,3
Ben-Plumm,Tybero-Istarion,Undirected,536,5
Ben-Plumm,Tyrion-Lannister,Undirected,537,4
Benedar-Belmore,Gilwood-Hunter,Undirected,538,3
Benedar-Belmore,Horton-Redfort,Undirected,539,5
Benedar-Belmore,Petyr-Baelish,Undirected,540,5
Benedar-Belmore,Symond-Templeton,Undirected,541,4
Benerro,Daenerys-Targaryen,Undirected,542,3
Benerro,Haldon,Undirected,543,4
Benerro,Moqorro,Undirected,544,4
Benerro,Tyrion-Lannister,Undirected,545,7
Benethon-Scales,Narbert-Grandison,Undirected,546,3
Benethon-Scales,Selyse-Florent,Undirected,547,4
Benfred-Tallhart,Helman-Tallhart,Undirected,548,3
Benfred-Tallhart,Leobald-Tallhart,Undirected,549,3
Benfred-Tallhart,Stygg,Undirected,550,3
Benfred-Tallhart,Theon-Greyjoy,Undirected,551,7
Benjen-Stark,Bran-Stark,Undirected,552,9
Benjen-Stark,Cersei-Lannister,Undirected,553,3
Benjen-Stark,Jaremy-Rykker,Undirected,554,3
Benjen-Stark,Jeor-Mormont,Undirected,555,17
Benjen-Stark,Jon-Snow,Undirected,556,48
Benjen-Stark,Luwin,Undirected,557,7
Benjen-Stark,Mance-Rayder,Undirected,558,3
Benjen-Stark,Robb-Stark,Undirected,559,7
Benjen-Stark,Robert-Baratheon,Undirected,560,6
Benjen-Stark,Theon-Greyjoy,Undirected,561,4
Benjen-Stark,Tyrion-Lannister,Undirected,562,8
Benjen-Stark,Waymar-Royce,Undirected,563,3
Benjen-Stark,Yoren,Undirected,564,4
Beric-Dondarrion,Catelyn-Stark,Undirected,565,3
Beric-Dondarrion,Eddard-Stark,Undirected,566,3
Beric-Dondarrion,Gendry,Undirected,567,4
Beric-Dondarrion,Gregor-Clegane,Undirected,568,9
Beric-Dondarrion,Harwin,Undirected,569,7
Beric-Dondarrion,Jack-Bulwer,Undirected,570,4
Beric-Dondarrion,Jaime-Lannister,Undirected,571,7
Beric-Dondarrion,Joffrey-Baratheon,Undirected,572,3
Beric-Dondarrion,Lem,Undirected,573,14
Beric-Dondarrion,Loras-Tyrell,Undirected,574,5
Beric-Dondarrion,Mariya-Darry,Undirected,575,5
Beric-Dondarrion,Robert-Baratheon,Undirected,576,5
Beric-Dondarrion,Sandor-Clegane,Undirected,577,18
